city,companyFullName,companyLabelList,companySize,education,financeStage,firstType,industryField,jobNature,latitude,longitude,positionAdvantage,positionId,positionLables,positionName,salary,workYear
深圳,深圳市壹驰物流管理有限公司,[],2000人以上,大专,未融资,开发/测试/运维类,"O2O,生活服务",全职,22.538258,113.957553,"好,发展多,上升空间大",4086906,"['SPSS', 'sas']",数据分析专员,10k-15k,3-5年
上海,怡峰商务咨询（上海）有限公司,"['带薪年假', '绩效奖金', '岗位晋升', '年度旅游']",150-500人,本科,上市公司,产品/需求/项目类,"社交网络,O2O",全职,31.20658,121.47831,"弹性工作,定期体检,年终奖金,五险一金",4072757,['数据挖掘'],数据分析专员,10k-15k,1-3年
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,开发/测试/运维类,移动互联网,全职,31.23297317,121.38145144,年终奖金 补充保险 年度体检 丰富活动,3789994,"['SPSS', 'sas']",高级数据分析师,17k-25k,3-5年
杭州,杭州微拍堂文化创意有限公司,"['岗位晋升', '年度旅游', '年底双薪', '午餐补助']",150-500人,大专,A轮,开发/测试/运维类,移动互联网,全职,30.2784,120.12658,"六险一金,十四薪,出国旅游,节日福利",4005253,"['SQL', 'python']",数据分析,20k-35k,3-5年
北京,微梦创科网络科技（中国）有限公司,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,本科,上市公司,开发/测试/运维类,移动互联网,全职,39.99426,115.99339,"上市公司,发展前景大,核心业务,弹性工作",2604368,"['初级', '大数据']",【数据管理】数据分析师,12k-24k,1-3年
深圳,深圳前海联动云汽车租赁有限公司,"['O2O', '带薪年假', '交通补助', '午餐补助']",2000人以上,本科,不需要融资,金融类,"O2O,生活服务",全职,22.557567,114.107071,"共享汽车,汽车出行,汽车金融,以租代购",3791011,"['金融', '汽车', '建模', 'sas']",风控数据分析师,7k-14k,1-3年
扬州,扬州合道投资管理有限公司,[],50-150人,本科,未融资,产品/需求/项目类,金融,全职,32.39724,119.4874,"五险一金,带薪年假,周末双休,节日福利",3985192,"['资深', '高级', '大数据', '专员', '业务运营']",数据分析师,5k-7k,1-3年
北京,北京钱方银通科技有限公司,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",150-500人,本科,B轮,产品/需求/项目类,金融,全职,39.99690006,116.48016001,绩效奖金 六险一金 午餐补助 带薪年假,3641811,"['大数据', '数据挖掘']",数据分析师,20k-30k,3-5年
杭州,杭州橙鹰数据技术有限公司,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",150-500人,硕士,不需要融资,产品/需求/项目类,数据服务,全职,30.279884,120.008998,"阿里,成就感,落地,期权",3760677,"['可视化', '商业', '业务运营', '数据挖掘', 'BI']",数据分析/数据运营专家,20k-38k,3-5年
北京,北京京东世纪贸易有限公司,"['免费班车', '子女教育计划', '安居计划', '救助基金']",2000人以上,本科,上市公司,开发/测试/运维类,电子商务,全职,39.797041,116.513019,"班车,福利好,上升空间大",3898091,"['电商', '大数据', '数据挖掘']",数据分析师,10k-20k,3-5年
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,产品/需求/项目类,移动互联网,全职,31.23297317,121.38145144,年终奖金 餐饮补贴 年度体检,3716603,"['SPSS', 'sas']",高级数据分析专员,7k-10k,1-3年
北京,微梦创科网络科技（中国）有限公司,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,硕士,上市公司,开发/测试/运维类,移动互联网,全职,39.99426,115.99339,"上市公司,发展前景大,核心业务,弹性工作",2604339,['大数据'],【数据管理】高级数据分析师,15k-30k,3-5年
北京,北京对啊网教育科技有限公司,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",500-2000人,本科,C轮,产品/需求/项目类,移动互联网,全职,39.782134,116.56774,"六险一金,行业黑马,互联网教育,轻松稳定",3839625,"['教育', '旅游', '医疗健康']",数据分析,5k-6k,1年以下
北京,网易（杭州）有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",2000人以上,硕士,上市公司,开发/测试/运维类,"电子商务,移动互联网",全职,40.042831,116.275959,"创新团队,福利待遇好,技术氛围浓",3499572,"['支付', '资深', '高级', 'SPSS']",数据分析师（lsht）,18k-25k,3-5年
杭州,北京伊电园网络科技有限公司,"['股票期权', '带薪年假', '专项奖金', '绩效奖金']",500-2000人,大专,B轮,运营/编辑/客服,"移动互联网,硬件",全职,30.291268,120.005197,"五险一金,灵活工时",3750681,"['电商', '本地生活', '高级', 'app']",业务数据分析师,10k-15k,5-10年
苏州,江苏万圣伟业网络科技有限公司,"['技能培训', '领导好', '帅哥多', '美女多']",150-500人,本科,上市公司,运营/编辑/客服,移动互联网,全职,31.252451,120.733299,"创业公司,缴纳五险,带薪年假,节日福利",4055817,"['大数据', '数据挖掘', 'SPSS']",数据分析师,4k-6k,1年以下
杭州,浙江集商优选电子商务有限公司,"['年底双薪', '午餐补助', '带薪年假', '晋升空间']",500-2000人,本科,A轮,开发/测试/运维类,"电子商务,移动互联网",全职,116.331398,39.897445,五险一金、内购会、绩效奖金,4086497,[],大数据分析师,10k-20k,3-5年
北京,北京盛世欣兴格力贸易有限公司,"['带薪年假', '绩效奖金', '管理规范', '定期体检']",150-500人,本科,不需要融资,运营/编辑/客服,其他,全职,39.782674,116.496529,"五险一金,节日福利,定期团建",2894438,"['电商', '运营', '渠道']",数据分析,6k-8k,1-3年
成都,成都睿码科技有限责任公司,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']",150-500人,本科,上市公司,开发/测试/运维类,"移动互联网,数据服务",全职,30.60278,104.069089,"六险一金,年底双薪,年终绩效,多重福利",3999507,"['Java', 'web', 'python']",SDE（数据分析、后端开发）,10k-20k,3-5年
青岛,青岛联信商务咨询有限公司,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,硕士,不需要融资,开发/测试/运维类,"金融,其他",全职,36.066575,120.31806,"五险一金,周末双休,平台大,培训机会多",4061699,"['金融', '旅游', '运营', '大数据']",数据分析师,7k-13k,1-3年
北京,北京数美时代科技有限公司,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",150-500人,本科,B轮,开发/测试/运维类,"企业服务,数据服务",全职,40.021083,116.465953,"大牛如云,大佬领投,技术氛围,期权激励",4074660,['数据挖掘'],大数据分析工程师,20k-40k,1-3年
西安,上海久耶供应链管理有限公司,"['技能培训', '绩效奖金', '年度旅游', '垂直生鲜电商']",500-2000人,本科,B轮,开发/测试/运维类,"电子商务,数据服务",全职,34.194299,108.876874,"五险一金,绩效奖金,带薪年假,出国培训",3760080,[],SPSS大数据数据分析数据挖掘,8k-16k,3-5年
北京,北京猫眼文化传媒有限公司,[],500-2000人,本科,未融资,开发/测试/运维类,"移动互联网,文化娱乐",全职,39.947277,116.417314,十五薪,4033111,"['文化娱乐', '大数据', '数据挖掘']",数据分析师,15k-20k,3-5年
北京,杭州橙鹰数据技术有限公司,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",150-500人,本科,不需要融资,产品/需求/项目类,数据服务,全职,39.982623,116.394433,"阿里,数据技术",4089303,"['安全', '大数据', '数据挖掘']",数据分析/挖掘专家,20K-35K,1-3年
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,产品/需求/项目类,移动互联网,全职,31.170213,121.412764,年终奖金 餐饮补贴 年度体检,3716584,"['SPSS', 'sas']",数据分析师,7k-10k,1-3年
北京,微梦创科网络科技（中国）有限公司,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,本科,上市公司,产品/需求/项目类,移动互联网,全职,39.99426,115.99339,"弹性工作,平台好,牛人多",3547622,"['大数据', '数据挖掘', 'SPSS', '数据管理']",数据分析师,15k-20k,1-3年
北京,网易（杭州）有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",2000人以上,本科,上市公司,产品/需求/项目类,"电子商务,移动互联网",全职,40.042831,116.275959,"大厂,福利待遇好,发展空间大",3643655,"['金融', '高级', '专员', '统计', 'sas']",金融数据分析师,12k-20k,1-3年
北京,华惠金服信息科技（北京）有限公司,"['带薪年假', '午餐补助', '定期体检', '扁平管理']",50-150人,硕士,不需要融资,产品/需求/项目类,"金融,移动互联网",全职,39.950664,116.421775,"上市公司,五险一金,带薪年假,团队旅游",4086211,"['资深', '高级', '大数据', '数据挖掘']",数据分析师,15k-25k,3-5年
深圳,深圳白骑士大数据有限公司,"['专项奖金', '大数据', '反欺诈', '带薪年假']",50-150人,本科,A轮,技术,"企业服务,金融",全职,22.545687,113.945856,"平台大,创新型,有挑战",2428796,"['金融', '大数据']",数据分析师,15k-30k,3-5年
杭州,杭州开迅科技有限公司,"['年底双薪', '五险一金', '通讯津贴', '带薪年假']",150-500人,本科,D轮及以上,技术,移动互联网,全职,30.2865939,120.05950765,五险一金 弹性工作时间 带薪年假 年度旅游,2102444,[],数据分析工程师,13k-25k,3-5年
北京,团车互联网信息服务（北京）有限公司,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,O2O",全职,39.897764,116.319845,五险一金，年终绩效奖金，带薪年假,3832886,"['电商', '业务运营', '大数据', 'SPSS', '数据管理']",数据分析主管,10k-20k,3-5年
上海,上海承泰信息科技股份有限公司,"['帅哥多', '扁平管理', '技能培训', '五险一金']",150-500人,不限,C轮,产品/需求/项目类,"信息安全,数据服务",全职,31.205266,121.587535,"五险一金,带薪年假,餐补,交通补贴",4006411,"['大数据', 'SPSS', 'sas']",证券数据分析员,15k-20k,1-3年
北京,智慧互通科技有限公司,"['年底双薪', '交通补助', '带薪年假', '通讯津贴']",150-500人,本科,A轮,产品/需求/项目类,"移动互联网,电子商务",全职,39.977681,116.31631,"交通方便,生日会,团建",3871279,"['移动互联网', '大数据', '数据挖掘']",数据分析师,10k-15k,1-3年
上海,上海浅深休闲酒店管理有限公司,"['技能培训', '节日礼物', '免费班车', '岗位晋升']",2000人以上,本科,未融资,开发/测试/运维类,生活服务,全职,31.240825,121.488293,"五险一金,做五休二,福利",3437563,"['金融', '电商', '资深', '高级', '软件开发', 'SAAS']",数据分析，数据产品,15k-30k,3-5年
北京,国美金控投资有限公司,"['岗位晋升', '扁平管理', '五险一金', '互联网金融']",2000人以上,本科,未融资,开发/测试/运维类,金融,全职,39.959036,116.466458,"互联网金融,14薪,福利待遇优,发展空间大",3804083,"['银行', '策略', 'SPSS', 'sas']",数据分析经理（消费金融风控）,15k-30k,3-5年
深圳,深圳市麦谷科技有限公司,"['绩效奖金', '年底双薪', '带薪年假', '年度旅游']",50-150人,硕士,A轮,开发/测试/运维类,"移动互联网,数据服务",全职,22.541784,113.93084,"周末双休,年度体检,集体旅游,年终奖",4050948,"['大数据', '数据挖掘']",数据分析工程师,10k-15k,1-3年
深圳,深圳森香科技有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",15-50人,本科,不需要融资,金融类,金融,全职,22.99368,113.993578,"扁平管理,五险一金,公司福利好,员工旅游",3480487,"['风控', 'EXCEL', 'SPSS', 'sas']",数据分析,5k-8k,不限
北京,北京摩尔龙信息服务有限公司,[],50-150人,本科,未融资,开发/测试/运维类,"金融,数据服务",全职,39.980123,116.312528,"工资高,福利多",3451825,"['金融', '数据挖掘', 'SPSS']",数据分析师,6k-10k,3-5年
上海,杭州橙鹰数据技术有限公司,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",150-500人,本科,不需要融资,产品/需求/项目类,数据服务,全职,31.199811,121.469139,"阿里,数据技术",4089297,"['安全', '大数据', '数据挖掘']",数据分析/挖掘专家,20K-35K,1-3年
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,产品/需求/项目类,移动互联网,全职,31.232878,121.382379,妹子漂亮， 领导好,3795792,"['数据挖掘', 'SPSS', 'sas']",数据分析（流量方向）,8k-15k,3-5年
北京,微梦创科网络科技（中国）有限公司,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,本科,上市公司,产品/需求/项目类,移动互联网,全职,39.99426,115.99339,"弹性工作,牛人多,环境好",3528114,"['业务运营', '大数据', '数据挖掘', 'SPSS']",商业数据分析师,15k-25k,1-3年
广州,广州合利宝支付科技有限公司,"['股票期权', '带薪年假', '绩效奖金', '岗位晋升']",150-500人,本科,上市公司,开发/测试/运维类,"移动互联网,金融",全职,23.124065,113.326316,"福利待遇好,发展空间大,CBD办公,上市公司",3935479,"['金融', '大数据', '第三方支付', 'SPSS', 'sas']",数据分析专员,4k-7k,1-3年
北京,神州数码通用软件（北京）有限公司,[],500-2000人,本科,不需要融资,产品/需求/项目类,企业服务,全职,39.909562,116.373194,"学习机会多,双休,五险一金",3970866,"['支付', '高级', '统计', '数据管理']",数据分析师,6k-9k,5-10年
武汉,九州通医药集团股份有限公司,"['技能培训', '项目奖金', '带薪年假', '话费补贴']",2000人以上,硕士,上市公司,产品/需求/项目类,电子商务,全职,30.549633,114.194649,"项目奖金,三餐住宿,年终奖金,晋升通道",3631184,"['电商', '物流', '大数据', '数据挖掘', 'SPSS']",数据分析师,9k-15k,不限
深圳,深圳市南方网通网络技术开发有限公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",150-500人,本科,天使轮,开发/测试/运维类,电子商务、广告营销,全职,22.551238,113.908838,"五险一金,员工旅游,提供住宿",3484599,[],数据分析师,10k-20k,3-5年
深圳,深圳市启明星电子商务有限公司,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",150-500人,本科,B轮,产品/需求/项目类,电子商务,全职,22.522611,113.939444,平台好 氛围佳 上升空间大 福利待遇优,3886233,"['高级', '大数据', '数据挖掘']",MSSQ010-数据分析师,8k-15k,1-3年
北京,随行付支付有限公司,"['技能培训', '节日礼物', '年底双薪', '股票期权']",500-2000人,本科,上市公司,产品/需求/项目类,金融,全职,39.99426,115.99339,"六险一金,免费班车,技术大牛,团队融洽",4042512,"['支付', '大数据', '数据挖掘']",数据分析师,20k-30k,3-5年
杭州,杭州恩牛网络技术有限公司,"['节日礼物', '专项奖金', '带薪年假', '扁平管理']",500-2000人,本科,C轮,开发/测试/运维类,"金融,数据服务",全职,30.290585,120.074215,"16起薪,全员mac,弹性工作,成长速度快",3830644,"['大数据', '数据挖掘', '数据开发', 'SPSS']",BI数据分析师,15K-30K,3-5年
北京,如梦境数字科技（北京）有限公司,"['股票期权', '交通补助', '通讯津贴', '带薪年假']",15-50人,本科,天使轮,技术,"移动互联网,文化娱乐",全职,39.97484,116.339093,大牛团队,2563465,[],高级数据分析工程师,20k-40k,3-5年
上海,徙木金融信息服务(上海)有限公司,"['技能培训', '年底双薪', '股票期权', '带薪年假']",50-150人,本科,A轮,金融,"金融,数据服务",全职,31.233613,121.372855,纯线上信贷产品，数据化风控，有趣好玩,2526097,"['金融', 'LBS', '社交网络']",数据分析经理,10K-20K,1-3年
北京,北京复华卓越商业管理有限公司,"['通讯津贴', '午餐补助', '美女多', '领导好']",2000人以上,本科,不需要融资,开发/测试/运维类,"电子商务,O2O",全职,39.92798,116.462261,五险一金 周末双休 带薪年假 绩效奖金,3961113,"['资深', 'ETL', '数据库', 's\u2006p\u2006s\u2006s']",高级数据分析经理,20K-26K,5-10年
佛山,美的集团电子商务有限公司,"['导师制', '带薪年假', '年度旅游', '岗位晋升']",2000人以上,本科,上市公司,运营/编辑/客服,电子商务,全职,22.994261,112.993461,"世界500,提供住宿,公司食堂,电子商务",4042633,"['电商', '大数据', '数据管理']",电商数据分析专员,8k-16k,1-3年
北京,北京量科邦信息技术有限公司,"['绩效奖金', '股票期权', '年底双薪', '五险一金']",150-500人,本科,C轮,金融类,移动互联网,全职,39.979691,116.312978,"待遇好,拓展人脉圈,行业领先,专家团队",4084708,"['银行', '建模', '风控', '策略设计', '量化']",数据分析师,15k-25k,1-3年
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,产品/需求/项目类,移动互联网,全职,31.232878,121.382379,职业发展好，团队活泼,3882495,"['大数据', '数据挖掘', 'sas']",数据分析（偏分析）,8k-15k,1-3年
佛山,美的集团电子商务有限公司,"['导师制', '带薪年假', '年度旅游', '岗位晋升']",2000人以上,本科,上市公司,产品/需求/项目类,电子商务,全职,22.994261,112.993461,"世界500,电商O2O,大平台",3919005,"['数据挖掘', 'SPSS']",数据分析师,8k-13k,3-5年
深圳,恒大人寿保险有限公司,"['年底双薪', '午餐补助', '带薪年假', '绩效奖金']",500-2000人,本科,不需要融资,开发/测试/运维类,金融,全职,22.518898,113.943073,"带薪年假,五险一金,提供三餐",4084428,"['数据挖掘', '大数据']",BI数据分析师,15k-25k,3-5年
北京,百度在线网络技术（北京）有限公司,"['股票期权', '弹性工作', '五险一金', '免费班车']",2000人以上,本科,不需要融资,开发/测试/运维类,"移动互联网,数据服务",全职,40.043429,116.273399,"平台大,团队强,牛人多,伙食好",4083923,"['数据挖掘', '大数据', 'BI']",数据分析师,15k-25k,1-3年
杭州,杭州优易企业管理咨询有限公司,[],150-500人,本科,A轮,开发/测试/运维类,"移动互联网,企业服务",全职,30.277494,120.135478,"14薪,五险一金,双休,商业保险",3900831,"['算法', '数据挖掘', '大数据', 'python']",数据分析工程师,15k-25k,3-5年
北京,人人贷商务顾问（北京）有限公司,"['绩效奖金', '年底双薪', '五险一金', '交通补助']",500-2000人,本科,A轮,产品/需求/项目类,金融,全职,39.994714,116.330778,"知名公司,平台好,空间大",3862639,"['金融', 'BI', '商业', '业务运营']",高级数据分析师,20k-40k,3-5年
北京,北京五八到家信息技术有限公司,"['节日礼物', '技能培训', '股票期权', '免费班车']",2000人以上,本科,A轮,产品/需求/项目类,"O2O,生活服务",全职,40.039781,116.416728,核心业务核心岗位，数据驱动业务成长,4083559,"['大数据', 'growth hacking', '数据挖掘']",数据分析师,15k-25k,1-3年
宁波,宁波中哲慕尚电子商务有限公司,"['技能培训', '节日礼物', '免费班车', '带薪年假']",500-2000人,大专,D轮及以上,产品/需求/项目类,生活服务,全职,29.840387,121.455399,双休,4083408,"['物流', '零售']",商品数据分析,5k-8k,3-5年
杭州,苏州融畅软件科技有限公司,"['""""']",50-150人,本科,未融资,产品/需求/项目类,移动互联网,全职,30.259324,120.130203,福利好，空间大，晋升快,4083386,['资深'],数据分析经理,20K-37K,3-5年
广州,欢聚时代（多玩YY）,"['技能培训', '节日礼物', '无息贷款', '绩效奖金']",2000人以上,本科,上市公司,产品/需求/项目类,移动互联网,全职,23.008033,113.347706,"上市公司,五险一金,年终奖,大平台",3983259,"['游戏', '直播', '资深', '大数据']",高级数据分析师,15k-30k,3-5年
广州,广州博冠信息科技有限公司,"['绩效奖金', '年终分红', '专项奖金', '年底双薪']",2000人以上,大专,上市公司,产品/需求/项目类,游戏,全职,22.994261,112.993461,"大数据,薪资福利好,发展空间大,技术牛人多",3721213,"['游戏开发', '数值', '手游']",数据分析师（外包编制）,10k-15k,1-3年
杭州,杭州藤木网络科技有限公司,"['""""']",50-150人,本科,天使轮,产品/需求/项目类,游戏,全职,0.0,0.0,"五险一金,绩效奖金,带薪年假,弹性工作",4020282,"['游戏', '数值', '用户研究']",手游数据分析师,8k-15k,3-5年
北京,北京昀亭信息科技有限公司,"['技能培训', '岗位晋升', '领导好', '年度旅游']",15-50人,本科,未融资,开发/测试/运维类,"数据服务,移动互联网",全职,39.9066,116.44068,五险一金，团建活动,3104667,"['数据挖掘', 'SPSS', 'sas']",数据分析师,6k-12k,1-3年
深圳,深圳市环球易购电子商务有限公司,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",2000人以上,大专,上市公司,开发/测试/运维类,电子商务,全职,22.50899651,113.91872512,发展空间,4082963,[],数据分析,25K-50K,5-10年
深圳,招商证券股份有限公司,"['全牌照券商', '双A级', '上市公司', '优质培训体系']",2000人以上,本科,上市公司,开发/测试/运维类,"招聘,其他",全职,22.530488,113.948829,"金融,科技",3434325,[],数据分析中级经理,20k-35k,1-3年
北京,人人贷商务顾问（北京）有限公司,"['绩效奖金', '年底双薪', '五险一金', '交通补助']",500-2000人,本科,A轮,产品/需求/项目类,金融,全职,39.994714,116.330778,知名公司,3862806,"['金融', '数据挖掘', 'SPSS']",BI分析师/数据分析师,15k-30k,1-3年
杭州,苏州融畅软件科技有限公司,"['""""']",50-150人,本科,未融资,产品/需求/项目类,移动互联网,全职,0.0,0.0,"公司氛围好,福利待遇佳",4082917,['高级'],数据分析经理,30k-35k,5-10年
北京,北京善义善美科技有限公司,"['岗位晋升', '扁平管理', '个人成长快', '牛人多']",2000人以上,本科,D轮及以上,产品/需求/项目类,O2O,全职,40.04284308,116.44040535,平台佳，同事好，发展空间大，,3876655,"['运营', 'SPSS']",数据分析专员,8k-12k,1-3年
北京,国美在线电子商务有限公司,"['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']",2000人以上,本科,上市公司,产品/需求/项目类,电子商务,全职,0.0,0.0,"氛围好,领导nic,空间大",4082671,"['高级', '大数据', 'BI', '可视化', '专员']",数据分析产品,15k-30k,3-5年
上海,上海麦子资产管理有限公司,"['晋升快速', '年终分红', '管理扁平', '股票期权']",500-2000人,本科,A轮,产品/需求/项目类,"移动互联网,金融",全职,31.228084,121.461891,五险一金 晋升空间,4074083,"['金融', '银行', '征信', '风控']",数据分析专员,6k-8k,不限
深圳,深圳市南方网通信息技术有限公司,[],150-500人,硕士,A轮,开发/测试/运维类,企业服务,全职,22.551238,113.908838,"提供住宿,双休,年终奖,员工旅游",4082558,"['旅游', '人工智能', '大数据', '数据挖掘']",数据分析师,10k-20k,1-3年
上海,恒智普惠（武汉）金融科技有限公司,"['定期体检', '带薪年假', '绩效奖金', '领导好']",15-50人,本科,A轮,运营/编辑/客服,移动互联网 金融,全职,31.230195,121.52021,发展空间大,4082543,"['运营', '数据挖掘', 'SPSS']",数据分析师,10k-15k,1-3年
广州,优视科技有限公司,"['年度分红', '年度奖金', '股票期权', '每年2次加薪']",2000人以上,大专,D轮及以上,开发/测试/运维类,移动互联网,全职,23.11902001,113.35104,五险一金，带薪年假，包餐福利,3487832,"['游戏', '数据挖掘', 'sas', 'R']",资深游戏数据分析工程师 (阿里游戏）,15k-22k,3-5年
北京,北京基石生命科技有限公司,"['年终分红', '带薪年假', '午餐补助', '交通补助']",50-150人,硕士,不需要融资,其他,"移动互联网,医疗健康",全职,39.95253,116.235334,五险一金；年终分红；带薪年假；交通补助等,2981322,"['医疗', '数据开发', '生物信息']",大数据分析师,15k-20k,不限
北京,阳光人寿保险股份有限公司,"['五险一金', '通讯津贴', '交通补助', '带薪年假']",500-2000人,本科,不需要融资,产品/需求/项目类,其他,全职,39.951574,116.649482,"带薪假期,补充医疗,年度体检,父母津贴",4082169,"['金融', '运营']",数据分析岗,10k-20k,3-5年
北京,北京智明星通软件科技有限公司,"['年终分红', '绩效奖金', '五险一金', '带薪年假']",500-2000人,本科,上市公司,产品/需求/项目类,"移动互联网,游戏",全职,39.977163,116.351631,六险一金、季度奖金、年底多薪、三餐免费,4081885,"['游戏', '大数据', 'BI', '业务运营', '数据挖掘']",高级数据分析师,15k-30k,5-10年
北京,北京卡车之家信息技术股份有限公司,"['节日礼物', '技能培训', '带薪年假', '岗位晋升']",150-500人,本科,C轮,开发/测试/运维类,移动互联网,全职,39.911515,116.539112,"弹性工作,临近地铁,晋升空间大,绩效奖金",3989143,"['hadoop', '数据挖掘']",大数据分析高级产品经理,15k-30k,1-3年
北京,北京捷越联合信息咨询有限公司,"['技能培训', '节日礼物', '岗位晋升', '扁平管理']",2000人以上,本科,不需要融资,开发/测试/运维类,金融,全职,39.92433007,116.42694,六险一金 年终奖金 节日福利 年度体检,4013640,"['金融', '大数据', '数据挖掘']",数据分析师,10k-20k,3-5年
杭州,杭州一骑轻尘信息技术有限公司,"['技能培训', '股票期权', '带薪年假', '岗位晋升']",500-2000人,本科,B轮,产品/需求/项目类,"移动互联网,电子商务",全职,30.287256,120.004837,"双休,五险一金,餐补,年终奖",3949310,"['高级', 'BI', '大数据', '数据挖掘', 'SPSS']",资深数据分析师,15k-26k,1-3年
北京,北京爱家营企业管理有限公司,"['五险一金', '绩效奖金', '年底双薪', '带薪年假']",50-150人,本科,未融资,市场/商务/销售类,"移动互联网,电子商务",全职,40.019381,116.46769,"运营管理,城市管理,战略规划,数据分析",2883871,"['文案', '顾问', '运营', '项目管理', '企业']",市场数据分析师,8k-15k,1年以下
北京,北京善义善美科技有限公司,"['岗位晋升', '扁平管理', '个人成长快', '牛人多']",2000人以上,本科,D轮及以上,产品/需求/项目类,O2O,全职,40.04284308,116.44040535,好公司，好团队，好老板，发展空间大,3910204,"['BI', '可视化', '业务运营', '数据挖掘', 'SPSS']",高级数据分析师,15k-25k,3-5年
广州,优视科技有限公司,"['年度分红', '年度奖金', '股票期权', '每年2次加薪']",2000人以上,大专,D轮及以上,开发/测试/运维类,移动互联网,全职,23.11902001,113.35104,五险一金，带薪年假，包餐福利,3483170,"['游戏', '资深', 'SPSS', 'sas', 'R']",深游戏数据分析工程师（阿里游戏）,15k-25k,3-5年
北京,北京京东世纪贸易有限公司,"['免费班车', '子女教育计划', '安居计划', '救助基金']",2000人以上,本科,上市公司,产品/需求/项目类,电子商务,全职,39.797041,116.513019,"上市公司,大平台,班车,技术氛围好",4037728,"['数据挖掘', '用户研究']",数据分析师,20k-35k,3-5年
深圳,深圳市小牛在线互联网信息咨询有限公司,"['季度奖金', '年终奖金', '午餐补助', '定期体检']",150-500人,本科,不需要融资,产品/需求/项目类,金融,全职,116.331398,39.897445,"平台大,前景好,福利优越,团队协作好",3842400,"['业务运营', '数据运营', '数据管理']",数据分析师,10k-18k,3-5年
成都,成都誉境金服科技有限公司,"['年底双薪', '股票期权', '带薪年假', '年终分红']",15-50人,本科,天使轮,金融类,"移动互联网,金融",全职,30.539651,104.075339,"核心岗位,股票期权,年终分红,发展空间大",3970552,"['金融', '银行', '建模']",风控数据分析师（贷后方向）,12k-24k,1-3年
石家庄,河北万方中天科技有限公司,"['绩效奖金', '定期体检', '年终奖金', '周末双休']",150-500人,大专,不需要融资,开发/测试/运维类,信息安全,全职,37.95815,114.310624,"税务行业,发展空间大,团队氛围好",4081186,"['MySQL', '数据库']",数据分析工程师,4k-6k,1-3年
上海,上海国益信息中心有限公司,"['带薪年假', '交通补助', '午餐补助', '年底双薪']",150-500人,本科,不需要融资,开发/测试/运维类,"企业服务,数据服务",全职,31.186875,121.44247,"500强,带薪年假,福利优厚,五险一金",3599128,"['搜索', '算法', '机器学习', '大数据', '数据挖掘']",数据分析/挖掘工程师,15k-25k,3-5年
赣州,上海运图贸易有限公司,"['培训多多', '工作+生活', '让车价更透明', '俱乐部多多']",150-500人,本科,未融资,开发/测试/运维类,电子商务,全职,25.859779,114.895605,"团队氛围佳,发展空间大,五险一金",4057466,"['大数据', 'SPSS', '数据管理']",数据分析师,4k-7k,不限
北京,北京传智播客教育科技有限公司,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",500-2000人,本科,C轮,开发/测试/运维类,教育,全职,40.060244,116.343513,发展前景好,4080956,"['系统', '统计']",数据分析专员J10241,4k-6k,1年以下
北京,乐视网信息技术（北京）股份有限公司,"['股票期权', '交通补助', '通讯津贴', '带薪年假']",2000人以上,本科,上市公司,开发/测试/运维类,移动互联网,全职,39.934758,116.492605,福利待遇丰厚，发展空间大。,4080798,"['大数据', '数据挖掘']",高级／资深数据分析师,15k-30k,3-5年
